id,last_name,marital_status,gender,annual_income, industry ,zip_code,age_at_issue,member_type,add_members,annual_fee,payment_type,status,start_month,start_day,start_year,end_month,end_day,end_year
A08759,Colon,Married,M,43518.00,Materials,80230,48,Gold,3,9000.00,QUARTERLY,ACTIVE,3,31,2013,NULL,NULL,NULL
A08823,Myers,Married,M,66463.00,Financials,80230,57,Platinum,2,15000.00,SEMI-ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A01595,Paul,Married,M,88130.00,Industrials,80230,35,Gold,2,9000.00,ANNUAL,ACTIVE,3,31,2009,NULL,NULL,NULL
A00419,Wise,Married,M,41115.00,Materials,80230,46,Gold,1,9000.00,QUARTERLY,ACTIVE,3,31,2008,NULL,NULL,NULL
A00401,Caldwell,Married,M,86422.00,Telecommunication Services,80230,58,Bronze,3,5000.00,SEMI-ANNUAL,ACTIVE,3,31,2008,NULL,NULL,NULL
A08628,Romero,Married,M,92800.00,Real Estate,80230,35,Platinum,3,15000.00,ANNUAL,ACTIVE,3,30,2013,NULL,NULL,NULL
A06930,Roy,Married,M,108140.00,Financials,80230,50,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,3,30,2012,NULL,NULL,NULL
A06918,Newman,Married,M,64868.00,Information Technology,80230,54,Platinum,2,15000.00,ANNUAL,ACTIVE,3,30,2012,NULL,NULL,NULL
A01493,Fletcher,Married,M,101602.00,Energy,80230,52,Gold,1,9000.00,MONTHLY,ACTIVE,3,30,2009,NULL,NULL,NULL
A06791,Barnett,Single,F,59344.00,Real Estate,80230,23,Silver,0,7000.00,ANNUAL,ACTIVE,3,29,2012,NULL,NULL,NULL
A03482,Griffith,Married,M,118297.00,Energy,80230,50,Platinum,3,15000.00,ANNUAL,ACTIVE,3,29,2010,NULL,NULL,NULL
A08526,Salazar,Married,F,93786.00,Consumer Discretionary,80230,51,Silver,3,7000.00,ANNUAL,ACTIVE,3,28,2013,NULL,NULL,NULL
A03392,Moore,Married,M,53938.00,Consumer Staples,80230,56,Platinum,1,15000.00,ANNUAL,ACTIVE,3,23,2010,NULL,NULL,NULL
A03379,Terry,Married,M,58735.00,Health Care,80230,77,Platinum,3,15000.00,MONTHLY,ACTIVE,3,23,2010,NULL,NULL,NULL
A05549,Wilkerson,Married,M,87305.00,Materials,80230,36,Platinum,1,15000.00,ANNUAL,ACTIVE,3,21,2011,NULL,NULL,NULL
A08346,Klein,Married,F,88861.00,Energy,80230,56,Gold,1,9000.00,ANNUAL,ACTIVE,3,19,2013,NULL,NULL,NULL
A01448,Lane,Married,M,48335.00,Materials,80230,55,Platinum,1,15000.00,MONTHLY,ACTIVE,3,19,2009,NULL,NULL,NULL
A05410,Quinn,Married,M,86400.00,Industrials,80230,62,Platinum,2,15000.00,ANNUAL,ACTIVE,3,18,2011,NULL,NULL,NULL
A03297,Garza,Married,M,86840.00,Industrials,80230,38,Platinum,1,15000.00,ANNUAL,ACTIVE,3,18,2010,NULL,NULL,NULL
A03055,Hall,Married,M,81826.00,Real Estate,80230,49,Silver,1,7000.00,ANNUAL,ACTIVE,3,17,2010,NULL,NULL,NULL
A08305,Lambert,Married,M,87926.00,Consumer Staples,80230,34,Gold,3,9000.00,ANNUAL,ACTIVE,3,14,2013,NULL,NULL,NULL
A08322,Mitchell,Married,F,93390.00,Energy,80230,57,Gold,1,9000.00,ANNUAL,ACTIVE,3,13,2013,NULL,NULL,NULL
A00302,Chavez,Single,M,118356.00,Telecommunication Services,80230,27,Gold,0,9000.00,ANNUAL,ACTIVE,3,12,2008,NULL,NULL,NULL
A03194,Welch,Married,M,100468.00,Health Care,80230,40,Platinum,3,15000.00,ANNUAL,ACTIVE,3,11,2010,NULL,NULL,NULL
A01378,Henry,Married,M,102812.00,Energy,80230,65,Platinum,3,15000.00,SEMI-ANNUAL,ACTIVE,3,9,2009,NULL,NULL,NULL
A01354,Lucas,Married,M,114514.00,Industrials,80230,63,Silver,1,7000.00,SEMI-ANNUAL,ACTIVE,3,2,2009,NULL,NULL,NULL
A00273,Zimmerman,Married,F,41089.00,Materials,80230,36,Platinum,1,15000.00,ANNUAL,ACTIVE,2,29,2008,NULL,NULL,NULL
A06365,Schultz,Married,M,57432.00,Utilities,80230,56,Gold,2,9000.00,ANNUAL,ACTIVE,2,27,2012,NULL,NULL,NULL
A01321,Gilbert,Married,M,97819.00,Health Care,80230,41,Bronze,2,5000.00,MONTHLY,ACTIVE,2,24,2009,NULL,NULL,NULL
A02994,Hunter,Married,M,113956.00,Health Care,80230,37,Gold,1,9000.00,ANNUAL,ACTIVE,2,22,2010,NULL,NULL,NULL
A02950,Martin,Married,M,111384.00,Materials,80230,48,Silver,3,7000.00,ANNUAL,ACTIVE,2,22,2010,NULL,NULL,NULL
A06437,Jacobs,Married,M,38704.00,Energy,80230,28,Bronze,3,5000.00,SEMI-ANNUAL,ACTIVE,2,21,2012,NULL,NULL,NULL
A08157,Gonzalez,Single,M,93210.00,Consumer Discretionary,80230,24,Silver,0,7000.00,MONTHLY,ACTIVE,2,20,2013,NULL,NULL,NULL
A08155,Robbins,Married,M,71263.00,Utilities,80230,44,Gold,3,9000.00,ANNUAL,ACTIVE,2,20,2013,NULL,NULL,NULL
A00234,Greer,Married,M,92367.00,Industrials,80230,35,Platinum,3,15000.00,ANNUAL,ACTIVE,2,19,2008,NULL,NULL,NULL
A01288,Lane,Single,M,74634.00,Health Care,80230,27,Silver,0,7000.00,ANNUAL,ACTIVE,2,11,2009,NULL,NULL,NULL
A00214,Moran,Married,M,47509.00,Energy,80230,54,Gold,2,9000.00,MONTHLY,ACTIVE,2,8,2008,NULL,NULL,NULL
A08055,Glover,Single,F,58644.00,Consumer Staples,80230,38,Silver,0,7000.00,ANNUAL,ACTIVE,1,31,2013,NULL,NULL,NULL
A06331,Park,Single,M,53627.00,Real Estate,80230,20,Platinum,0,15000.00,ANNUAL,ACTIVE,1,31,2012,NULL,NULL,NULL
A07924,Briggs,Married,M,84715.00,Utilities,80230,58,Silver,3,7000.00,MONTHLY,ACTIVE,1,29,2013,NULL,NULL,NULL
A02862,Bailey,Married,F,96796.00,Industrials,80230,47,Bronze,2,5000.00,ANNUAL,ACTIVE,1,29,2010,NULL,NULL,NULL
A01226,Wallace,Married,M,94372.00,Energy,80230,30,Bronze,1,5000.00,ANNUAL,ACTIVE,1,20,2009,NULL,NULL,NULL
A07935,Lamb,Married,F,75314.00,Consumer Discretionary,80230,47,Platinum,3,15000.00,MONTHLY,ACTIVE,1,17,2013,NULL,NULL,NULL
A02731,Hernandez,Single,M,41477.00,Health Care,80230,24,Platinum,0,15000.00,ANNUAL,ACTIVE,1,15,2010,NULL,NULL,NULL
A02725,Phillips,Married,M,36756.00,Telecommunication Services,80230,46,Gold,3,9000.00,ANNUAL,ACTIVE,1,15,2010,NULL,NULL,NULL
A05236,Morton,Married,M,94600.00,Health Care,80230,41,Gold,3,9000.00,ANNUAL,ACTIVE,1,14,2011,NULL,NULL,NULL
A07887,Casey,Married,M,87123.00,Energy,80230,49,Platinum,3,15000.00,MONTHLY,ACTIVE,1,9,2013,NULL,NULL,NULL
A06270,Francis,Single,F,37502.00,Health Care,80230,27,Bronze,0,5000.00,ANNUAL,ACTIVE,1,9,2012,NULL,NULL,NULL
A02688,Gilbert,Married,M,106151.00,Health Care,80230,45,Platinum,3,15000.00,ANNUAL,ACTIVE,1,6,2010,NULL,NULL,NULL
A00130,Tucker,Married,M,76603.00,Unclassified,80230,28,Gold,3,9000.00,ANNUAL,ACTIVE,1,4,2008,NULL,NULL,NULL
A07865,Clarke,Married,M,81578.00,Information Technology,80236,42,Gold,3,9000.00,ANNUAL,ACTIVE,12,31,2012,NULL,NULL,NULL
A02582,Patton,Married,M,55126.00,Consumer Discretionary,80236,60,Gold,2,9000.00,ANNUAL,ACTIVE,12,31,2009,NULL,NULL,NULL
A00100,Webster,Married,F,64950.00,Financials,80236,55,Silver,2,7000.00,SEMI-ANNUAL,ACTIVE,12,31,2007,NULL,NULL,NULL
A01160,Barnes,Married,M,76468.00,Consumer Staples,80236,30,Bronze,2,5000.00,ANNUAL,ACTIVE,12,30,2008,NULL,NULL,NULL
A06202,Yates,Married,M,84360.00,Real Estate,80236,48,Bronze,3,5000.00,ANNUAL,ACTIVE,12,27,2011,NULL,NULL,NULL
A05098,Day,Married,M,59539.00,Telecommunication Services,80236,47,Gold,1,9000.00,ANNUAL,ACTIVE,12,20,2010,NULL,NULL,NULL
A05114,Fields,Married,M,101097.00,Consumer Staples,80236,52,Silver,1,7000.00,ANNUAL,ACTIVE,12,20,2010,NULL,NULL,NULL
A07641,Manning,Married,F,38717.00,Financials,80236,40,Bronze,2,5000.00,ANNUAL,ACTIVE,12,17,2012,NULL,NULL,NULL
A07691,Bell,Married,M,74380.00,Unclassified,80236,41,Bronze,2,5000.00,ANNUAL,ACTIVE,12,17,2012,NULL,NULL,NULL
A07574,Cooper,Married,M,62925.00,Health Care,80236,39,Bronze,3,5000.00,MONTHLY,ACTIVE,12,14,2012,NULL,NULL,NULL
A07644,Mason,Married,M,80181.00,Telecommunication Services,80236,48,Gold,3,9000.00,MONTHLY,ACTIVE,12,10,2012,NULL,NULL,NULL
A07562,Porter,Married,F,101014.00,Utilities,80236,37,Platinum,3,15000.00,MONTHLY,ACTIVE,11,30,2012,NULL,NULL,NULL
A07596,Keller,Married,F,45696.00,Information Technology,80236,55,Bronze,1,5000.00,ANNUAL,ACTIVE,11,30,2012,NULL,NULL,NULL
A06154,Newton,Married,M,92007.00,Financials,80236,36,Platinum,2,15000.00,MONTHLY,ACTIVE,11,30,2011,NULL,NULL,NULL
A06142,Quinn,Married,M,42204.00,Industrials,80236,46,Silver,2,7000.00,ANNUAL,ACTIVE,11,30,2011,NULL,NULL,NULL
A10340,Jennings,Married,M,110228.00,Financials,80236,51,Gold,3,9000.00,MONTHLY,ACTIVE,11,29,2013,NULL,NULL,NULL
A07512,Caldwell,Married,F,105141.00,Financials,80236,61,Gold,2,9000.00,ANNUAL,ACTIVE,11,29,2012,NULL,NULL,NULL
A06121,Gregory,Married,M,41743.00,Financials,80236,47,Platinum,2,15000.00,ANNUAL,ACTIVE,11,28,2011,NULL,NULL,NULL
A01000,Lane,Married,F,36775.00,Telecommunication Services,80236,40,Bronze,3,5000.00,SEMI-ANNUAL,ACTIVE,11,27,2008,NULL,NULL,NULL
A05011,Perkins,Married,M,110166.00,Information Technology,80236,60,Platinum,2,15000.00,ANNUAL,ACTIVE,11,26,2010,NULL,NULL,NULL
A05025,May,Single,M,59777.00,Telecommunication Services,80236,62,Platinum,0,15000.00,ANNUAL,ACTIVE,11,26,2010,NULL,NULL,NULL
A02324,McCoy,Married,M,116922.00,Unclassified,80236,41,Platinum,3,15000.00,ANNUAL,ACTIVE,11,26,2009,NULL,NULL,NULL
A02380,Payne,Married,M,96471.00,Health Care,80236,64,Platinum,2,15000.00,ANNUAL,ACTIVE,11,26,2009,NULL,NULL,NULL
A10263,Rodgers,Single,M,60440.00,Consumer Discretionary,80236,26,Platinum,0,15000.00,SEMI-ANNUAL,ACTIVE,11,20,2013,NULL,NULL,NULL
A10256,Cannon,Single,M,100211.00,Consumer Discretionary,80236,30,Platinum,0,15000.00,SEMI-ANNUAL,ACTIVE,11,20,2013,NULL,NULL,NULL
A10236,Jacobs,Married,M,41622.00,Information Technology,80236,49,Platinum,3,15000.00,QUARTERLY,ACTIVE,11,18,2013,NULL,NULL,NULL
A02313,Jenkins,Married,M,82290.00,Health Care,80236,40,Silver,1,7000.00,ANNUAL,ACTIVE,11,16,2009,NULL,NULL,NULL
A10199,Wheeler,Married,M,41268.00,Information Technology,80236,56,Platinum,2,15000.00,ANNUAL,ACTIVE,11,13,2013,NULL,NULL,NULL
A04973,Bridges,Married,M,42912.00,Information Technology,80236,41,Silver,2,7000.00,ANNUAL,ACTIVE,11,12,2010,NULL,NULL,NULL
A10188,Warren,Married,M,91144.00,Energy,80236,34,Platinum,1,15000.00,ANNUAL,ACTIVE,11,8,2013,NULL,NULL,NULL
A00927,Roberts,Married,M,89531.00,Materials,80236,42,Bronze,1,5000.00,ANNUAL,ACTIVE,11,6,2008,NULL,NULL,NULL
A00909,Cruz,Married,M,109868.00,Health Care,80236,50,Platinum,2,15000.00,SEMI-ANNUAL,ACTIVE,11,6,2008,NULL,NULL,NULL
A10159,Fernandez,Single,M,98113.00,Consumer Staples,80236,29,Platinum,0,15000.00,ANNUAL,ACTIVE,10,31,2013,NULL,NULL,NULL
A10157,Buchanan,Married,M,43041.00,Energy,80236,43,Silver,2,7000.00,MONTHLY,ACTIVE,10,31,2013,NULL,NULL,NULL
A00907,Ortiz,Married,M,81830.00,Energy,80236,26,Gold,2,9000.00,MONTHLY,ACTIVE,10,31,2008,NULL,NULL,NULL
A00917,Joseph,Married,M,88755.00,Telecommunication Services,80236,46,Bronze,1,5000.00,MONTHLY,ACTIVE,10,31,2008,NULL,NULL,NULL
A00060,Sandoval,Married,M,80822.00,Energy,80236,39,Silver,2,7000.00,MONTHLY,ACTIVE,10,31,2007,NULL,NULL,NULL
A10137,Harvey,Married,F,118191.00,Information Technology,80236,41,Gold,1,9000.00,MONTHLY,ACTIVE,10,30,2013,NULL,NULL,NULL
A04940,West,Married,M,72805.00,Financials,80236,43,Platinum,3,15000.00,ANNUAL,ACTIVE,10,28,2010,NULL,NULL,NULL
A00883,Osborne,Married,M,81972.00,Real Estate,80236,47,Silver,1,7000.00,MONTHLY,ACTIVE,10,21,2008,NULL,NULL,NULL
A09987,Adams,Married,M,85133.00,Real Estate,80236,59,Platinum,3,15000.00,MONTHLY,ACTIVE,10,17,2013,NULL,NULL,NULL
A06015,Aguilar,Married,F,74714.00,Telecommunication Services,80236,55,Bronze,3,5000.00,MONTHLY,ACTIVE,10,10,2011,NULL,NULL,NULL
A07431,Banks,Married,F,86179.00,Consumer Staples,80236,53,Gold,2,9000.00,MONTHLY,ACTIVE,10,9,2012,NULL,NULL,NULL
A09998,Simmons,Married,M,73157.00,Consumer Staples,80236,64,Platinum,3,15000.00,MONTHLY,ACTIVE,10,8,2013,NULL,NULL,NULL
A00856,Lambert,Married,M,46333.00,Health Care,80236,38,Gold,2,9000.00,ANNUAL,ACTIVE,10,8,2008,NULL,NULL,NULL
A02163,Henry,Married,F,66009.00,Financials,80236,55,Platinum,3,15000.00,ANNUAL,ACTIVE,10,5,2009,NULL,NULL,NULL
A00042,Walters,Single,M,53248.00,Financials,80236,42,Silver,0,7000.00,SEMI-ANNUAL,ACTIVE,10,4,2007,NULL,NULL,NULL
A00052,Dawson,Single,M,118538.00,Health Care,80236,42,Silver,0,7000.00,SEMI-ANNUAL,ACTIVE,10,4,2007,NULL,NULL,NULL
A09877,Norris,Married,M,48348.00,Utilities,80236,28,Gold,1,9000.00,SEMI-ANNUAL,ACTIVE,9,30,2013,NULL,NULL,NULL
A05993,Roberts,Single,M,100999.00,Consumer Discretionary,80236,40,Gold,0,9000.00,ANNUAL,ACTIVE,9,30,2011,NULL,NULL,NULL
A06008,Moss,Married,M,113834.00,Utilities,80236,45,Platinum,3,15000.00,MONTHLY,ACTIVE,9,30,2011,NULL,NULL,NULL
A02111,Watson,Married,M,65609.00,Energy,80236,40,Platinum,2,15000.00,ANNUAL,ACTIVE,9,30,2009,NULL,NULL,NULL
A07399,Carr,Divorced,F,108264.00,Consumer Discretionary,80236,36,Silver,0,7000.00,MONTHLY,ACTIVE,9,26,2012,NULL,NULL,NULL
A09813,Neal,Married,F,86277.00,Unclassified,80236,37,Gold,1,9000.00,ANNUAL,ACTIVE,9,25,2013,NULL,NULL,NULL
A02086,Rose,Married,M,104420.00,Health Care,80236,47,Gold,2,9000.00,ANNUAL,ACTIVE,9,25,2009,NULL,NULL,NULL
A04867,Hawkins,Married,M,86149.00,Telecommunication Services,80236,37,Gold,3,9000.00,SEMI-ANNUAL,ACTIVE,9,17,2010,NULL,NULL,NULL
A02041,Clayton,Married,M,71487.00,Consumer Staples,80236,40,Platinum,2,15000.00,SEMI-ANNUAL,ACTIVE,9,16,2009,NULL,NULL,NULL
A02075,Vasquez,Married,F,43662.00,Health Care,80236,51,Gold,2,9000.00,ANNUAL,ACTIVE,9,14,2009,NULL,NULL,NULL
A04843,Cook,Married,M,83879.00,Unclassified,80236,33,Silver,2,7000.00,ANNUAL,ACTIVE,9,13,2010,NULL,NULL,NULL
A04661,Alvarado,Single,F,48076.00,Financials,80236,26,Platinum,0,15000.00,ANNUAL,ACTIVE,8,31,2010,NULL,NULL,NULL
A04739,Mills,Married,F,49795.00,Financials,80236,42,Bronze,3,5000.00,ANNUAL,ACTIVE,8,31,2010,NULL,NULL,NULL
A04736,Nunez,Divorced,F,66931.00,Telecommunication Services,80236,43,Platinum,0,15000.00,ANNUAL,ACTIVE,8,31,2010,NULL,NULL,NULL
A04808,Mann,Married,M,113802.00,Consumer Staples,80236,47,Bronze,3,5000.00,ANNUAL,ACTIVE,8,31,2010,NULL,NULL,NULL
A04660,Holland,Married,M,112247.00,Consumer Staples,80236,53,Bronze,1,5000.00,ANNUAL,ACTIVE,8,31,2010,NULL,NULL,NULL
A04599,George,Married,F,82284.00,Industrials,80236,45,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,8,30,2010,NULL,NULL,NULL
A04594,Carson,Married,F,52772.00,Health Care,80236,49,Bronze,1,5000.00,ANNUAL,ACTIVE,8,30,2010,NULL,NULL,NULL
A04573,Daniel,Married,F,59186.00,Information Technology,80236,50,Silver,1,7000.00,ANNUAL,ACTIVE,8,30,2010,NULL,NULL,NULL
A04597,Brooks,Single,M,60351.00,Energy,80236,62,Gold,0,9000.00,ANNUAL,ACTIVE,8,30,2010,NULL,NULL,NULL
A04567,Hughes,Married,M,74975.00,Real Estate,80236,71,Bronze,2,5000.00,ANNUAL,ACTIVE,8,30,2010,NULL,NULL,NULL
A00731,Cole,Married,M,36850.00,Industrials,80236,42,Bronze,1,5000.00,MONTHLY,ACTIVE,8,29,2008,NULL,NULL,NULL
A00703,Hawkins,Married,M,116295.00,Information Technology,80236,34,Platinum,1,15000.00,SEMI-ANNUAL,ACTIVE,8,27,2008,NULL,NULL,NULL
A09556,Ramos,Married,F,41255.00,Telecommunication Services,80236,41,Platinum,3,15000.00,ANNUAL,ACTIVE,8,26,2013,NULL,NULL,NULL
A09557,Pearson,Divorced,M,108272.00,Health Care,80236,43,Bronze,0,5000.00,ANNUAL,ACTIVE,8,23,2013,NULL,NULL,NULL
A09535,Patterson,Married,F,98021.00,Information Technology,80236,52,Bronze,1,5000.00,ANNUAL,ACTIVE,8,21,2013,NULL,NULL,NULL
A09523,Cannon,Married,M,107931.00,Real Estate,80236,41,Platinum,1,15000.00,MONTHLY,ACTIVE,8,20,2013,NULL,NULL,NULL
A04395,Briggs,Married,M,94603.00,Utilities,80236,36,Bronze,3,5000.00,SEMI-ANNUAL,ACTIVE,8,13,2010,NULL,NULL,NULL
A04372,Carlson,Married,F,74331.00,Information Technology,80236,45,Gold,1,9000.00,ANNUAL,ACTIVE,8,10,2010,NULL,NULL,NULL
A09440,Mills,Divorced,M,46478.00,Energy,80236,43,Bronze,0,5000.00,ANNUAL,ACTIVE,8,8,2013,NULL,NULL,NULL
A09443,Massey,Married,F,73750.00,Information Technology,80236,43,Silver,1,7000.00,MONTHLY,ACTIVE,8,7,2013,NULL,NULL,NULL
A09442,Stone,Married,M,64379.00,Consumer Staples,80236,63,Gold,3,9000.00,MONTHLY,ACTIVE,8,7,2013,NULL,NULL,NULL
A09432,Pearson,Married,M,48080.00,Energy,80236,41,Platinum,3,15000.00,ANNUAL,ACTIVE,8,6,2013,NULL,NULL,NULL
A09431,Rowe,Married,M,97715.00,Materials,80236,44,Gold,2,9000.00,ANNUAL,ACTIVE,8,6,2013,NULL,NULL,NULL
A04359,Holt,Married,F,52472.00,Health Care,80236,52,Silver,2,7000.00,ANNUAL,ACTIVE,8,5,2010,NULL,NULL,NULL
A09421,Johnston,Married,M,44485.00,Consumer Discretionary,80236,55,Gold,1,9000.00,MONTHLY,ACTIVE,7,31,2013,NULL,NULL,NULL
A00629,Wilkins,Married,M,114382.00,Materials,80236,36,Silver,1,7000.00,SEMI-ANNUAL,ACTIVE,7,31,2008,NULL,NULL,NULL
A09397,Ramsey,Married,M,113539.00,Industrials,80236,38,Silver,2,7000.00,ANNUAL,ACTIVE,7,30,2013,NULL,NULL,NULL
A07234,Rowe,Married,M,46613.00,Consumer Staples,80236,53,Platinum,3,15000.00,MONTHLY,ACTIVE,7,30,2012,NULL,NULL,NULL
A09278,Fleming,Married,M,108580.00,Telecommunication Services,80236,36,Platinum,1,15000.00,MONTHLY,ACTIVE,7,29,2013,NULL,NULL,NULL
A09377,Huff,Married,M,55617.00,Real Estate,80236,61,Platinum,1,15000.00,ANNUAL,ACTIVE,7,29,2013,NULL,NULL,NULL
A04297,Wells,Married,M,100048.00,Materials,80236,65,Gold,3,9000.00,SEMI-ANNUAL,ACTIVE,7,29,2010,NULL,NULL,NULL
A04267,Jordan,Married,M,94319.00,Utilities,80236,44,Gold,1,9000.00,MONTHLY,ACTIVE,7,26,2010,NULL,NULL,NULL
A04171,Lyons,Married,F,108188.00,Consumer Staples,80236,49,Silver,3,7000.00,ANNUAL,ACTIVE,7,15,2010,NULL,NULL,NULL
A00028,Fleming,Married,M,80763.00,Energy,80236,59,Platinum,3,15000.00,SEMI-ANNUAL,ACTIVE,7,9,2007,NULL,NULL,NULL
A09255,Jimenez,Married,M,81674.00,Energy,80236,47,Silver,1,7000.00,SEMI-ANNUAL,ACTIVE,7,8,2013,NULL,NULL,NULL
A05827,Cortez,Married,M,58027.00,Financials,80236,52,Bronze,2,5000.00,ANNUAL,ACTIVE,6,30,2011,NULL,NULL,NULL
A01805,Lane,Married,M,73001.00,Financials,80236,55,Silver,1,7000.00,ANNUAL,ACTIVE,6,30,2009,NULL,NULL,NULL
A09236,Ingram,Married,M,38408.00,Real Estate,80236,65,Bronze,1,5000.00,ANNUAL,ACTIVE,6,28,2013,NULL,NULL,NULL
A04109,Bradley,Married,M,80904.00,Consumer Discretionary,80236,44,Silver,2,7000.00,ANNUAL,ACTIVE,6,28,2010,NULL,NULL,NULL
A01798,Jensen,Single,M,94446.00,Industrials,80236,25,Silver,0,7000.00,ANNUAL,ACTIVE,6,24,2009,NULL,NULL,NULL
A04092,Figueroa,Married,M,55240.00,Health Care,80236,60,Silver,2,7000.00,ANNUAL,ACTIVE,6,22,2010,NULL,NULL,NULL
A07058,Bennett,Single,F,71884.00,Consumer Discretionary,80236,47,Silver,0,7000.00,QUARTERLY,ACTIVE,6,21,2012,NULL,NULL,NULL
A04077,Briggs,Married,M,54783.00,Energy,80236,57,Silver,2,7000.00,ANNUAL,ACTIVE,6,21,2010,NULL,NULL,NULL
A00535,Reynolds,Married,M,59518.00,Health Care,80236,43,Bronze,2,5000.00,ANNUAL,ACTIVE,6,18,2008,NULL,NULL,NULL
A09124,Curry,Married,M,59729.00,Unclassified,80236,57,Platinum,1,15000.00,QUARTERLY,ACTIVE,6,17,2013,NULL,NULL,NULL
A07046,Newman,Married,M,51463.00,Financials,80236,47,Bronze,1,5000.00,ANNUAL,ACTIVE,6,15,2012,NULL,NULL,NULL
A04047,Parker,Married,M,67960.00,Energy,80236,50,Bronze,1,5000.00,SEMI-ANNUAL,ACTIVE,6,14,2010,NULL,NULL,NULL
A04050,Rowe,Married,M,118108.00,Financials,80236,53,Silver,3,7000.00,ANNUAL,ACTIVE,6,14,2010,NULL,NULL,NULL
A04043,Potter,Married,M,42675.00,Industrials,80236,74,Gold,3,9000.00,ANNUAL,ACTIVE,6,14,2010,NULL,NULL,NULL
A09116,Lee,Married,M,67142.00,Energy,80236,43,Silver,2,7000.00,MONTHLY,ACTIVE,6,13,2013,NULL,NULL,NULL
A01769,Lowe,Married,M,107143.00,Consumer Discretionary,80236,41,Platinum,1,15000.00,ANNUAL,ACTIVE,6,11,2009,NULL,NULL,NULL
A04029,Newton,Widowed,F,59058.00,Financials,80236,56,Silver,0,7000.00,ANNUAL,ACTIVE,6,8,2010,NULL,NULL,NULL
A09062,McGuire,Married,M,61227.00,Health Care,80236,53,Gold,2,9000.00,ANNUAL,ACTIVE,5,31,2013,NULL,NULL,NULL
A00509,Santos,Married,M,89662.00,Health Care,80236,56,Gold,2,9000.00,ANNUAL,ACTIVE,5,27,2008,NULL,NULL,NULL
A03951,Osborne,Married,M,87746.00,Energy,80236,65,Silver,2,7000.00,SEMI-ANNUAL,ACTIVE,5,26,2010,NULL,NULL,NULL
A07011,Wade,Married,M,45573.00,Health Care,80236,40,Gold,3,9000.00,MONTHLY,ACTIVE,5,23,2012,NULL,NULL,NULL
A03877,Lewis,Married,M,45179.00,Unclassified,80236,28,Platinum,1,15000.00,ANNUAL,ACTIVE,5,12,2010,NULL,NULL,NULL
A03866,Lindsey,Single,M,39906.00,Health Care,80236,21,Bronze,0,5000.00,ANNUAL,ACTIVE,5,6,2010,NULL,NULL,NULL
A03859,Clark,Single,M,84794.00,Energy,80236,25,Gold,0,9000.00,SEMI-ANNUAL,ACTIVE,5,6,2010,NULL,NULL,NULL
A03450,Patterson,Married,M,112689.00,Unclassified,80236,48,Gold,2,9000.00,ANNUAL,ACTIVE,5,6,2010,NULL,NULL,NULL
A03773,Barrett,Married,M,62799.00,Unclassified,80236,30,Gold,1,9000.00,ANNUAL,ACTIVE,5,5,2010,NULL,NULL,NULL
A00469,Alvarez,Married,M,62119.00,Telecommunication Services,80236,38,Silver,3,7000.00,MONTHLY,ACTIVE,5,5,2008,NULL,NULL,NULL
A08936,Mendez,Married,M,70070.00,Health Care,80236,46,Bronze,1,5000.00,ANNUAL,ACTIVE,4,30,2013,NULL,NULL,NULL
A00454,Floyd,Widowed,F,68666.00,Financials,80236,57,Silver,0,7000.00,ANNUAL,ACTIVE,4,22,2008,NULL,NULL,NULL
A03762,Holloway,Married,M,73290.00,Utilities,80236,29,Bronze,2,5000.00,ANNUAL,ACTIVE,4,16,2010,NULL,NULL,NULL
A08872,Ballard,Married,M,69518.00,Unclassified,80236,40,Gold,3,9000.00,MONTHLY,ACTIVE,4,15,2013,NULL,NULL,NULL
A03754,Hanson,Single,M,46780.00,Energy,80236,29,Gold,0,9000.00,ANNUAL,ACTIVE,4,15,2010,NULL,NULL,NULL
A03749,James,Married,M,92709.00,Consumer Discretionary,80236,50,Platinum,3,15000.00,ANNUAL,ACTIVE,4,15,2010,NULL,NULL,NULL
A03463,Lyons,Married,M,103862.00,Unclassified,80236,51,Bronze,2,5000.00,ANNUAL,ACTIVE,4,15,2010,NULL,NULL,NULL
A03740,James,Married,M,48239.00,Unclassified,80236,51,Gold,2,9000.00,ANNUAL,ACTIVE,4,13,2010,NULL,NULL,NULL
A03555,Grant,Married,M,86447.00,Industrials,80236,54,Gold,1,9000.00,ANNUAL,ACTIVE,4,12,2010,NULL,NULL,NULL
A03627,Bowman,Married,M,52280.00,Health Care,80236,56,Gold,3,9000.00,ANNUAL,ACTIVE,4,9,2010,NULL,NULL,NULL
A08819,Meyer,Single,M,69319.00,Telecommunication Services,80236,25,Silver,0,7000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08670,Flowers,Married,M,84596.00,Real Estate,80236,29,Platinum,1,15000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08312,Parsons,Married,M,40714.00,Health Care,80236,29,Bronze,1,5000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08598,Owen,Married,F,107748.00,Materials,80236,37,Silver,3,7000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
A08715,Townsend,Married,M,86845.00,Consumer Discretionary,80236,42,Silver,2,7000.00,ANNUAL,ACTIVE,3,31,2013,NULL,NULL,NULL
